ulasan,apresiasi,kritik
mohon bantu ya saya daftar vaksin untuk orang tua saya tapi lokasi yg tuju itu tiba2 hilang padahal waktu saya daftar diri sendiri belum nya lokasi yg tuju untuk vaksin itu ada ini gimana sih cek sisa kuota di lokasi yg tuju untuk vaksin masih sedia cuma pas cari di pilih lokasi pada saat daftar tak sedia gimana coba ya ini aplikasi nya,0,1
scan barcode kolaborasi pedulilindungi tidak bisa guna untuk versi baru di perangkat xiaomi reddmi 4 prime padahal scan langsung aplikasi lain yg kolaborasi dengan peduli lindung bisa tolong tindak lanjut kalo saya uninstall aja kalo gak bisa pakai,0,1
sering jadi eror bknnya mudah malah sulit hadeh tolong di tingkat lagi kami bagai guna sangat amat susah terimakasih,0,1
yang serius dong dalam buat aplikasi utama dalam system lapor dan tangan masa lapor ulang untuk masalah dan lokasi yang sama tangan sama dan hasil juga sama tidak ada koreksi apa2 tidak ada fasilitas untuk escalete kalo tidak puas nilai dengan bintang efek apa ini biaya oleh uang rakyat lho,0,1
ini lokasi ga bisa buka susah banget udah coba beberapa kali tiap hari tapi tetep aja sulit mau pilih lokasi aja sulit pada kalau di liat kuota vaksin masih banyak ga bisa apa pake 1 aplikasi yg bisa semu ini pake peduli lindung trus jaki belum lagi bpjs terlalu banyak banget yang harus di pake aplikasi kalau hpnya dukung kalau ga kan kasi terimakasih sudah repot warga indonesia,0,1
tetap ambil nomer antri untung dateng lebih awal jadi masih dapet nomer kalau telat nomer antri habis aplikasi ini ga guna di tkp guna hanya untuk cek mana ada lokasi vaksin itu sering banget ga sinkron di tkp ada kuota di aplikasi jaki gada kuota bagai contoh hari ini jumat 13 08 21 ada vaksin dengan 1000 kuota di grand cakung selebaran sudah beri ke masyarakat sejak tgl 10 lalu alfa indomart namun di aplikasi jaki ga tera sejak tgl 10 juga aneh,0,1
ada kendala saat isi clm pada tahap identitas diri mengapa pada kolom yang dapat ter expand dalam hal ini jenis kelamin country dll namun di hp saya tidak bisa sudah coba ulang kali namun tetap tidak ada ubah mohon solusi baik untuk developer,0,1
di kuota vaksinasi masih banyak slot tapi pas mau daftar kosong smua kaga update di kuota apa salah pas daftar nya ya haduhh mabok dah bukan ny bantu malah sulit kalo ni app mau bantu coba bantu saya daftar vaksin dengan cara anda yg email saya bukan saya yg email ke anda,0,1
aplikasi kentang coba daftar vaksin bilang nik gak sesuai padahal ud bener masukin data gilir data masuk tgl vaksin gak bisa buka gilir klik tgl suruh masukin data ulang lagi asli kentang banget berkali2 masukin data,0,1
daftar vaksin kali kali jadwal tidak pernah keluar selalu dalam proses jadwal sampai tgl yg tentu tetap saja dalam proses jadwal kalo sudah lewat suruh daftar lagi dan hasil begitu lagi,0,1
install jaki buat jakclm buat salah satu syarat uji coba ptm udah test isi semua tanya juga udah tinggal nunggu loading hasil tiba server maintenance pas coba ulang kata test lagi bisa tanggal 5 september nyari riwayat test yang tadi juga gak ketemu mana tolong baik terima kasih belum,0,1
sisi baik mudah masyarakat dalam adu sesuatu baik fasilitas layan tempat bahkan orang sekalipun tapi apakah misal ada orang yg jadi objek adu nyata lapor adu nya tidak benar dan ingin cari identitas yg lapor nya apakah bisa,1,0
mau daftar e-sppt pbb tetapi selalu muncul terang data nik tidak temu itu kenapa ya ada yang bisa bantu sudah coba via web dan aplikasi jaki tetap tidak bisa,0,1
server sellau error saya sudah isi tes namun saat verifikasi tiba tjba error dan ulang kembali dari awal jadi ulang kembali hingga puluh kali saya isi kemudia error kembali sangat kecewa,0,1
aplikasi gk update masa mau daftar vaksin di situ tulis kouta masih ada puluh bahkan ratus bahkan cek d web jg tulis masih ad kouta tp begitu di ok kan malah kouta habis aplikasi gk kompeten dan di kelola org2 yg gk kompeten sangat kecewa,0,1
ini knapa yaa saya cek jadwal vaksin nik sama nama ga sesuai ktp daftar yaa belum sudah mnjadwalkan vaksin booster cuma pas ctak kartu kendali nama nya malah cantum nomor telpon bukan nama orang pas coba masukin ulang nik dan nama malah nik dan nama tidak sesuai ktp daftar ini gmn tolong dong duah puluh kali coba masukin sesuai ktp selalu d bilang tidak sesuai dengan ktp daftar padahal pas jadwal vaksin booster bisa telah daftar malah ga bisa anehhh,0,1
untuk survei ketika ganti akun lain harus instal ulang dulu nama akun di profil dan nama saat survei beda saat kita masuk di akun yang dua nama akun saat survei tidak ubah masih akun yg pertama kali login mohon baik telah update keluar2 sendiri,0,1
lihat hasil tes mandiri yang kita isi telah isi mana karna belum di download saya cari2 tidak ada padahal sudah selesai karna pencet jadi tidak sempet ke download harus ada riwayat terima kasih,0,1
aplikasi bagus dan sangat bantu utk update tentang jakarta bisa cek info layan dan lapor masalah respon tangan cukup cepat walau variasi gantung tingkat masalah,1,0
baru kali ini aplikasi yg paling percaya cepat tanggap salut buat pak anis lucu ada web tetangga jakarta fiturnya kuno banget masa yg kasih data excel hahaaa padahal kepala negara kerja sana sekarang hayo kota apakah itu,1,0
saya knp ga bisa login yaa buat mau atur jadwal dosis ke dua padahal udh saya masukin nik ktp tapi ga ada ubah malah stuck di tulis periksa kemaren kemaren tidak apa apa tolong di baik dong admin,0,1
aplikasi ini turut ku di tuju hanya untuk yg ber ktp jakarta saja mau gmna pun kita pilih parameter nya tidak pernah kontak tidak pernah keluar bukan medis jga dan segala macemnya lama dia ber ktp non jkt akan nyata resiko atau di paksa cara halus ga ke jkt,0,1
saya mau download kok ga bisa2 ya udah bbrp hari ini tunda melulu padahal semua aplikasi foto dan video sudah saya hapus2in tp msh aja bgtu tunda padahal memori masih banyak 33 94gb lagi tolong dong,0,1
website koq lelet banget kayak keong tiap daftar vaksin kuota penuh terus gak update banget dulu jakarta punya aplikasi qluee knp gak dipake atau diterusin aplikasi bagus dan up-to-date,0,1
mau dftr vaksin saya buat akun lebih dahulu tp dapat kode otp lamaaaaaa sekali sedang wktu utk pasu kode otp hny 1 menit ketika waktu di app sudah habis 10 mnit atau lbh baru masuk kode otp jd ulang lg dan sudah cb juta kali blm dapat dapat lg ini app ngajak canda buat app yg bagus dki,0,1
apps nya ngebug nggak ada error maaf tanggal tidak sedia silah ganti faskes atau lokasi tp pas ke rs puskesmas dekat suruh daftar pake jaki jadi muter2 gin gimana mau vaksin nya tolong baik segera,0,1
ini aplikasi nga jelas dan aneh mau daftar vaksin ke 2 semua lokasi tidak ada kuota padahal sdh cek di kuota vaksin masih ada cari admin nya yg fungsi malah robot bingung,0,1
sy br mengupload aplikasi ini krn minta oleh pihak sekolah anak pd saat tahu tentang salah satu program yakni jakclm sy coba namun sangat kecewa krn pd saat sy klik utk jenis kelamin alamat rt rw semua tdk bisa di klik bagaimana kesiap aplikasi ini ya mohon baik,0,1
lapor tangapa saya sangat direspon ya tetap butuh proses harap sabar saja pasti proses tolong hapus fitur tag lokasi klau mau upload foto belum padahal saya banyak mau upload foto bukti foto yng lebih liat bukti makasih ya,1,1
gausah bnyak gaya bikin apl lah ikan fasilitas layan lapang aja dlu yg bner apl ga guna bnyak bug loding ga kelar2 pdhal sinyal dah 4g udh pke wifi juga ttep msih ga jalan apl y gin lah suruh masukin data personal nik nama ttl apa segala nnti bocor lagi jebol retas main2 sama data personal duduk sampah,0,1
dengan ada nya jaki ini lumayan sedikit ringan kerja dan nambah wawas juga tapi terkadang sedikit ribet juga guna nya inti nya bantu lah,1,1
aneh buang2 duit aja ngapain bikin aplikasi lagi jakarta kan uda ada aplikasi smartcity sama aplikasi qlue ngapain coba bikin aplikasi lagi sayang amat itu anggar buat bikin aplikasi lagi bikin aplikasi itu ga murah broo manfaat kan yg ada jangan ego doang yg pikir,0,1
masa saya gk pernah kontak langsung dengn positif covid dan gk ada gejala sakit skor cuma 38 nyata tdk aman tolong baik aplikasi lagi jdi sulit untuk kerja,0,1
ni aplikasi fungsi apa kalo sudah daftar di sini sudah dapet jadwal vaksin sesuai waktu dan dateng sesuatu waktu nyata kuota sudah habis saat datang ke lokasi ga guna ini dong ni aplikasi,0,1
sangat tidak bantu udah kali ikut test sama saja hasil gk pernah lolos aplikasi taek saya ingin ke jakarta karena ada perlu hanya karena saya tinggal di luar jakarta tidak di lolos woy anis tolong di cek ini bener ga,0,1
hp saya sudah andoid 5 1 sinyal juga stabil tapi pada clm saya tidak bisa isi jenis kelamain kewarganegaraan jenis identitas dan pilih lain mohon untuk bisa diperbaikinlagi sistem,0,1
saya turun bintang jadi tiga karena fiturnya masih banyak yg kurang utama pada jakclm saya sudah ikut tes itu karena itu himbauan dari sekolah saya lalu saya lupa untuk mendownload hasil tes atau ss tanpa sengaja saya keluar dari aplikasi sebut ketika kembali lagi dan ingin mendownload hasil tes tidak bisa temu lagi hasil tes alhasil saya harus tunggu minggu jadi saran saya baik ada fitur untuk lihat hasil tes yang belum saya isi,0,1
1 bintang karena aplikasi jaki kagak sinkron sama aplikasi peduli lindung data vaksin beda tanggal bikin ribet apps pedulilindungi cacad tambah harus sinkron sama aplikasi laen jadi payah,0,1
sudah isi dengan jujur dan tidak ada gejala atau pun kontak dengan pdp atau odp masih aja belum bisa sudah rapidtest juga dan hasil nya non-reaktif aneh bgt mending sikm deh,0,1
kirim kode verifikasi email gak masuk2 sampe saat ini gak ada email nya aplikasi perintah kenapa selalu ampas yang kerja orang bawa sih tolong di baik lah,0,1
kenapa semua lurah di daerah jakarta selatan kuota nya penuh semua tolong di baik system nya udah instal app nya tapi gk ada solusi kecewa,0,1
telah isi clm lalu aplikasi ini belum sempat simpan dan malah keluar dan saat ingin isi kembali malah di blg minggu lg baru bisa di isi sdgkan harus brngkt besok solusi nya gmana,0,1
aplikasi tidak ada guna saya sudah daftar di aplikasi dengan sinovac malah di kasih astra kemudian untuk apa daftar online jika daftar ulang kembali antrianya tidak sesuai nomor ambur adul bukan mudah tapi sulit,0,1
saya sudah isi data tetapi untuk isi jenis kelamin alami kendala tidak bisa isi atau etik sampai ulang bahkan saya daftar keakunt jaki mohon bantu terimakasih,0,1
tidak jelas sama sekali parameter nilai saya sehat tidak pernah pergi mana tidak kontak dengan suspek tidak ada gejala dan sehat tapi hasil nilai 38 37 bawah terang baik aja hmmm,0,1
min apk jaki knp jadi ada sistem saya bukan robot yah min tiap mau perika data pasti wajib cek saya bukan robot kalo sekali 2 kali langsung sukses gpp min ini sampe kali tapi kadang gagal kadang bisa min mohon jelas knp jaki jadi ada seperti itu jadi susah kan min jadi nya kalo orang yang sedang buru,0,1
respon aplikasi dan lapor by email sangat sangaat sangat lambat saya daftar vaksin ga dpt2 jadwal aplikasi tulis 1x24 jam suruh nunggu keluar jadwal nyata sampai 2x24 jam masih belum muncul sudah bikin lapor by email sampai 3 kali masih belum keluar juga jadwal aplikasi online harus mudah bukan sulit kecewa vaksin gratis tp ribet buat dapat jadwal,0,1
makin lama makin susah untuk masuk sudah ketik nama dan nomor nik selalu salah server bingung jadi gmn mau vaksin ke 2 klo gin terus sedang kita wajib print screaning,0,1
sudah register via aplikasi ada bukti barcode pre-screening di aplikasi tetap aja begitu sampai di lokasi tetap isi form register dan isi form screening jadwal jam 10 - 11 tunggu sampai jam 1 siang dan belum ada tanda bakal dpt gilir akhir putus pulang next info aja kalau ini vaksinasi on site jadi kita bisa siap datang subuh atau nginap sekali di gbk download aplikasi krn vaksinasi kirain guna nyata tidak juga,0,1
aplikasi ini sangat bantu kita untuk tahu informasi penting dan lapor segala macam masalah langgar di lingkung kita cara cepat dan praktis aku baru saja ecek pbb lalu aplikasi ini terima kasih maju kota bahagia warga sukses selalu,1,0
parah yaa saya mau daftar vaksin dosis pertama masa iya kuota penuh terus padahal saya sudah liat data kuota yang sedia wilayah mana dan coba wilayah yang masih dapat kuota tapi malah terang ketika saya ingin daftar bilang kuota penuh juga ini gimana bisa gak konsisten sekali aplikasi,0,1
maaf saya kasih bitang 1 kami keluarga aga kecewa jadwal vaksin pun tidak jelas sudah tera di apl ini dan di kartu vaksin tanggal lalu ubah dan bilang sudah di sms telah di cek tidak ada sms atau pemberitahuan,0,1
data kuota vaksinasi ga sinkron tiap mau daftar vaksin selalu kuota penuh sedang untuk daftar vaksin harus lalu jaki atau peduli lindung jarang ada yg buka on the spot tolong dong benah sudah sering jadi jawab cuma kirim e-mail adu tapi aplikasi tetap tidak benah,0,1
maaf saya baru vaksin ke 1 tapi mau daftar yg dua dari aplikasi jaki ko ngga bisa terus ya kak diketeranganya tutup halaman ini terus ngga ada daftar ulang vaksin yang dua,0,1
apakah aplikasi ini sudah terap seluruh wilayah harus ada kontrol sayang aplikasi yang bagus tapi praktek masih ada antri kerumun warga dan daftar manual,0,1
hallo saya mau masuk lihat jadwal vaksin kembali tapi tidak bisa buka terang server sedang masalah apakah saya haris tunggu lama untuk bisa buka kembali karna ada syarat yang harus foto copy untuk bisa datang vaksin besok sedang aplikasi tidak bisa masuk mohon bantu yaa,0,1
saya sudah vaksin dua dan sudah dapat tiket booster di peduli lindung kenapa di aplikasi jaki status saya belum vaksin sama sekali lantas bagaimana saya daftar boosternya aplikasi perintah koq tidak saling link data bisa tidak sama tolong di baik baru saya tambahin bintang,0,1
susah buka eror terus padahal buka link lain cepat tapi kalau mau absen online susah bukan main password username sudah benar tapi masih eror,0,1
gw udh beberapa kali mau vaksin selalu saja di lokasi ga terima untuk umur gw dgn alas regulasi harus 18 th bawah padahal di aplikasi jaki nya sndiri ada lokasi itu tera dan gw udh daftar ga ada tolak pas gw udh jauh2 ke lokasi org lokasi malah blg kita ga hubung dgn jaki lahhh truss napa ada nama lokasi itu dijaki dan bisa ke register,0,1
hai kak saya mau daftar online di aplikasi jaki telah masuk nama dan nik sudah klik periksa tetapi selalu tulis jadi salah mohon login kembali itu kenapa ya min,0,1
ga kepake jadi buang buang waktu udh daftar online udh setting wktu dan tanggal pas sampai tkp kuota habis lhaa gimana cerita bukan mudah malah main,0,1
assalamualaikum jaki now saya enggak bisa buka jaki putar terus jd enggak bisa buka instalnya padahal ini buka lagi play store jaki yang baru enggak habis pikir jadi saya belum bisa kirim jaki survei,0,1
aplikasi jaki tidak guna mau daftar vaksin tidak bisa terus kalo sdh tidak bisa daftar vaksin lalu jaki lebih baik hapus aplikasi jaki bukan bantu aplikasi ini malah sulit guna yg mau daftar vaksinasi covid-19,0,1
fitur daftar vaksinasi kapan bisa pakai lagi,0,1
tiap daftar pas pilih faskes kuota penuh terus udah ganti camat dsb pun ga bisa bahkan tengah malem pun jam 00 30 coba daftar kirain bisa nyata ga bisa coba daftar di hp suami bahkan tetangga pun tetep ga bisa alesannya kuota penuh terus masa iya berhari2 penuh terus,0,1
buat daftar akun aplikasi ribet banget ussername yang pilih kata udah pakai semua gimana dong kan jumlah manusia di indonesia banyak wajar dong kalo sama mah,0,1
