peraturan,sumber
"Investasi yang dilaksanakan oleh pemerintah dimaksudkan untuk memperoleh manfaat ekonomi, sosial, dan/ atau manfaat lainnya.",Peraturan Pemerintah Nomor 8 Tahun 2007
"Kerja Sama di lingkungan Kementerian Koordinator, meliputi
Kerja Sama dengan Mitra Kerja Sama di dalam negeri dan Mitra
Kerja Sama di luar negeri.",Peraturan Menteri Nomor 2 Tahun 2021
"Besaran pengeluaran, sebagaimana dimaksud pada ayat (1), ditentukan berdasarkan persentase dari nilai manfaat Keuangan Haji tahun berjalan.",Peraturan Pemerintah Nomor 5 Tahun 2018
Bank berkedudukan di Jakarta.,Peraturan Pemerintah Pengganti Undang-Undang Nomor 21 Tahun 1960
"Bidang Pengkajian Hukum Lingkungan 2 mempunyai tugas dalam menyelenggarakan pengkajian dan evaluasi
harmonisasi dan sinkronisasi hukum Lingkungan yang berkait dengan peraturan perundang-undangan sektor
pusat dan daerah.",Peraturan Menteri Nomor 9 Tahun 2001
"Deputi Bidang Restrukturisasi Kebijakan Sektor Riil mempunyai tugas
melaksanakan perumusan kebijakan di bidang restrukturisasi kebijakan
sektor riil.",Peraturan Presiden Nomor 176 Tahun 2000
Ketentuan lebih lanjut mengenai penetapan prioritas kegiatan dan penggunaan nilai manfaat DAU diatur dengan Peraturan BPKH.,Peraturan Pemerintah Nomor 5 Tahun 2018
"Format Susunan Pembiayaan beserta kode
rekeningnya tercantum dalam Lampiran V Keputusan
ini.",Peraturan Menteri Nomor 29 Tahun 2002
"Perubahan atas susunan organisasi, nama, dan tugas setiap satuan
organisasi di lingkungan Menteri Muda Urusan Restrukturisasi Ekonomi
Nasional sebagaimana ditetapkan dalam Keputusan ini, diusulkan oleh
Menteri yang bertanggung jawab di bidang pendayagunaan aparatur
negara kepada Presiden berdasarkan usulan dari Menteri Negara
Koordinator Bidang Perekonomian.",Peraturan Presiden Nomor 176 Tahun 2000
"Apabila semua anggota Direksi berhalangan tetap menjalankan pekerjaannya atau jabatan Direksi terluang seluruhnya dan penggantinya belum diangkat atau belum memangku jabatannya, maka untuk sementara waktu pimpinan dan pengurusan Perusahaan dijalankan oleh seorang Pejabat yang ditunjuk oleh Menteri.",Peraturan Pemerintah Nomor 18 Tahun 1983
"Pemberian Pinjaman adalah bentuk Investasi Pemerintah pada Badan Usaha, Badan Layanan Umum (BLU), Pemerintah Provinsi/Kabupaten/Kota, dan Badan Layanan Umum Daerah (BLUD) dengan hak memperoleh pengembalian berupa pokok pinjaman, bunga, dan/atau biaya lainnya.",Peraturan Pemerintah Nomor 1 Tahun 2008
"Penghapusan Secara Bersyarat, sepanjang menyangkut Piutang Daerah ditetapkan oleh: a. Gubernur/Bupati/Walikota untuk jumlah sampai dengan Rp5.000.000.000,00 (lima miliar rupiah); b. Gubernur/Bupati/Walikota dengan persetujuan Dewan Perwakilan Rakyat Daerah untuk jumlah lebih dari Rp5.000.000.000,00 (lima miliar rupiah).",Peraturan Pemerintah Nomor 8 Tahun 2007
"Paling lambat tanggal 10 juni 1970 Team Peneliti sudah harus melaporkan hasil pelaksanaan
tugasnya kepada Presiden.",Peraturan Presiden Nomor 37 Tahun 1970
"Dalam hal dewan pengawas pada badan investasi pemerintah sebagaimana dimaksud dalam Pasal 15 ayat (2) belum dibentuk, wewenang dan tanggung jawab dewan pengawas tersebut dilaksanakan oleh komite investasi pemerintah.",Peraturan Pemerintah Nomor 8 Tahun 2007
"Subbidang evaluasi Sumber Daya Alam mempunyai tugas melakukan penyiapan bahan koordinasi,
telaahan staf, pengkajian dan evaluasi serta rancangan penyusunan rancangan rumusan kebijakan di
bidang evaluasi sumber daya alam.",Peraturan Menteri Nomor 9 Tahun 2001
"Satuan Pemegang Kas Pembantu adalah unit
pembantu Satuan Pemegang Kas yang berfungsi
menerima uang hasil Pendapatan Asli Daerah pada
lembaga teknis Daerah.",Peraturan Menteri Nomor 29 Tahun 2002
"Subbidang pengkajian regional mempunyai tugas melakukan pengkajian dan evaluasi perjanjian hukum
lingkungan regional.",Peraturan Menteri Nomor 9 Tahun 2001
"Dalam melaksanakan tugas sebagaimana dimaksud dalam Pasal 161 ayat (3), Staf Ahli Bidang Antar
Lembaga menyelenggarakan fungsi penelaahan aspek antar lembaga dalam rangka perumusan
kebijakan di bidang lingkungan hidup.",Peraturan Menteri Nomor 9 Tahun 2001
"Pengawasan dilakukan melalui: a. Pemantauan dan evaluasi pelaksanaan pengelolaan Keuangan Haji. b. Pemberian persetujuan rumusan kebijakan, rancangan rencana strategis, rancangan rencana kerja dan anggaran tahunan pengelolaan Keuangan Haji. c. Pemberian penilaian dan pertimbangan terhadap laporan pertanggungjawaban pelaksanaan pengelolaan Keuangan Haji dan pengelolaan BPKH yang disusun oleh badan pelaksana.",Peraturan Pemerintah Nomor 5 Tahun 2018
"Asisten Deputi 1/I mempunyai tugas melaksanakan penyusunan telaahan staf, pengkajian dan evaluasi, serta
penyiapan rancangan rumusan kebijakan pengelolaan ekosistem daratan.",Peraturan Menteri Nomor 9 Tahun 2001
"Biro Perencanaan dan Kerjasama Luar Negeri membawahkan:
Bagian Perencanaan;
Bagian Data dan Informasi;
Bagian Kerjasama Bilateral;
Bagian Kerjasama Multilateral.",Peraturan Menteri Nomor 9 Tahun 2001
"Jawatan Akuntan Negara bertugas melakukan kontrole atas
penguasaan dan hal mengurus Bank yang dilakukan oleh Direksi.",Peraturan Pemerintah Pengganti Undang-Undang Nomor 21 Tahun 1960
"Permohonan pendirian perusahaan baru sebagaimana dimaksud pada Pasal 1 ayat (1)
diajukan kepada Menteri Negara Investasi/Kepala Badan Koordinasi Penanaman Modal
dengan menggunakan bentuk formulir seperti pada Lampiran I.",Peraturan Menteri Nomor 12 Tahun 1999
"Bank Umum Syariah dapat melakukan penawaran umum efek
melalui pasar modal sepanjang tidak bertentangan dengan Prinsip
Syariah dan ketentuan peraturan perundang-undangan di bidang
pasar modal.",Undang-Undang Nomor 21 Tahun 2008
"Pengeluaran operasional sebagaimana dimaksud dalam Pasal 22 dilakukan berdasarkan prinsip rasional, efektif, efisien, transparan, dan akuntabel.",Peraturan Pemerintah Nomor 5 Tahun 2018
"Gaji dan penghasilan lain bagi anggota-anggota Direksi di
tetapkan oleh Pemerintah.",Peraturan Pemerintah Pengganti Undang-Undang Nomor 21 Tahun 1960
"Dana Perimbangan sebagaimana dimaksud dalam Pasal 9
ayat (2) huruf a direncanakan sebesar
Rp516.401.044.380.000,00 (lima ratus enam belas triliun
empat ratus satu miliar empat puluh empat juta tiga ratus
delapan puluh ribu rupiah), yang terdiri atas:
a. DBH;
b. DAU; dan
c. DAK.",Undang-Undang Nomor 27 Tahun 2014
Perusahaan mempunyai cadangan umum yang dibentuk dan dipupuk menurut ketentuan Pasal 30 ayat (1) huruf b Peraturan Pemerintah ini.,Peraturan Pemerintah Nomor 18 Tahun 1983
"Dalam menyampaikan laporan kepada atasan, tembusan laporan wajib disampaikan pula kepada pejabat-
pejabat lain yang secara fungsional mempunyai hubungan kerja.",Peraturan Menteri Nomor 9 Tahun 2001
Simpanan Peserta Pekerja Mandiri dibayarkan oleh Pekerja Mandiri.,Peraturan Pemerintah Nomor 25 Tahun 2020
"Selama 3 (tiga) tahun sejak BPKH terbentuk, pengeluaran Keuangan Haji dalam bentuk penempatan pada produk perbankan syariah paling banyak 50% (lima puluh persen) dari total penempatan dan investasi Keuangan Haji.",Peraturan Pemerintah Nomor 5 Tahun 2018
"Dalam pengelolaan Tapera, penetapan kebijakan operasional oleh BP Tapera harus mengacu pada kebijakan umum dan strategis yang ditetapkan oleh Komite Tapera dan memperhatikan kebijakan di bidang perumahan dan kawasan permukiman.",Peraturan Pemerintah Nomor 8 Tahun 2007
Bupati/wali kota menyampaikan laporan pelaksanaan Pemberian Insentif dan/atau Pemberian Kemudahan di daerahnya kepada gubernur setiap 1 (satu) tahun sekali.,Peraturan Pemerintah Nomor 8 Tahun 2007
"Sumber lain yang sah dan tidak mengikat sebagaimana dimaksud pada ayat (1) dapat berupa uang, barang, dan/atau jasa.",Peraturan Pemerintah Nomor 5 Tahun 2018
"Analisis sebagaimana dimaksud dalam Pasal 10 ayat (1),
dilakukan dengan memperhatikan kriteria dan kapasitas
Mitra Kerja Sama yang memenuhi paling sedikit:
sesuai dengan kepentingan nasional dan kebijakan
strategis Kementerian;
dukungan pembiayaan yang memadai;
sumber daya manusia;
memiliki sarana dan prasarana; dan
teknologi.",Peraturan Menteri Nomor 2 Tahun 2021
"Bank Umum Konvensional yang telah mendapat izin usaha
UUS sebagaimana dimaksud pada ayat (1) wajib
mencantumkan dengan jelas frase “Unit Usaha Syariah”
setelah nama Bank pada kantor UUS yang bersangkutan.",Undang-Undang Nomor 21 Tahun 2008
"Untuk mendapatkan pembiayaan perumahan sebagaimana dimaksud dalam Pasal 37, Peserta harus memenuhi persyaratan: a. mempunyai masa kepesertaan paling singkat 12 (dua belas) bulan; b. termasuk golongan masyarakat berpenghasilan rendah; c. belum memiliki rumah; dan/atau d. menggunakannya untuk pembiayaan pemilikan rumah pertama, pembangunan rumah pertama, atau perbaikan rumah pertama.",Peraturan Pemerintah Nomor 8 Tahun 2007
"Apabila jumlah cadangan umum menurut ketentuan ayat (1) huruf b pasal ini telah tercapai, jumlah dari laba bersih yang diperuntukkan untuk pemupukan cadangan umum tersebut, dengan persetujuan Menteri Keuangan atas usul Menteri, selanjutnya dapat dipergunakan untuk pemupukan dana bagi pembelanjaan perluasan kapasitas perusahaan.",Peraturan Pemerintah Nomor 8 Tahun 2007
Setoran BPIH dan/atau BPIH Khusus sebagaimana dimaksud dalam Pasal 8 huruf a merupakan dana titipan Jemaah Haji untuk Penyelenggaraan Ibadah Haji.,Peraturan Pemerintah Nomor 5 Tahun 2018
"Pelaksanaan penggunaan anggaran sebagaimana
dimaksud pada ayat (1) diatur lebih lanjut oleh
Menteri Keuangan paling lambat 14 (empat belas) hari
keda sejak ditetapkannya Peraturan Presiden ini.",Peraturan Presiden Nomor 31 Tahun 2021
"Penanggung Utang Kepada Negara/Daerah, yang untuk selanjutnya disebut Penanggung Utang adalah Badan atau orang yang berutang kepada Negara/Daerah menurut peraturan, perjanjian atau sebab apapun.",Peraturan Pemerintah Nomor 14 Tahun 2005
Dana efisiensi Penyelenggaraan Ibadah Haji sebagaimana dimaksud pada ayat (1) ditempatkan pada Kas Haji.,Peraturan Pemerintah Nomor 5 Tahun 2018
Pemberian dukungan finansial dan/atau dukungan lainnya sebagaimana dimaksud pada ayat (72) dilakukan melalui skema pembagian risiko yang harus ditanggung oleh Badan Investasi Pemerintah dan Badan Usaha.,Peraturan Pemerintah Nomor 1 Tahun 2008
Dana pemanfaatan sebagaimana dimaksud pada ayat (4) yang belum digunakan dan dana cadangan sebagaimana dimaksud pada ayat (5) harus disimpan dalam bentuk deposito.,Peraturan Pemerintah Nomor 8 Tahun 2007
"Rencana Strategis Kementerian Koordinator Bidang
Kemaritiman dan Investasi Tahun 2020-2024 yang
selanjutnya disebut Renstra Kemenko Marves adalah
dokumen perencanaan Kemenko Marves untuk periode 5
(lima) tahun, yakni tahun 2020 sampai dengan tahun 2024.",Peraturan Menteri Nomor 6 Tahun 2020
"Dalam menyusun Arah dan Kebijakan Umum APBD
sebagaimana dimaksud pada Ayat
(3) , diawali dengan penjaringan aspirasi masyarakat,
berpedoman pada Rencana Strategis Daerah
dan/atau dokumen perencanaan daerah lainnya yang
ditetapkan Daerah, serta pokok–pokok kebijakan
nasional di bidang keuangan daerah oleh Menteri
Dalam Negeri Republik Indonesia.",Peraturan Menteri Nomor 29 Tahun 2002
"Tahapan penjajakan calon Mitra Kerja Sama Luar Negeri
sebagaimana dimaksud pada ayat (1) dilakukan secara
bersama oleh Pemrakarsa, Biro Perencanaan, Biro Hukum
dan/atau Asisten Deputi Hukum dan Perjanjian Maritim
dengan melibatkan Kementerian Luar Negeri dan Unit Kerja
Kementerian atau Lembaga terkait.",Peraturan Menteri Nomor 2 Tahun 2021
"Pelaksanaan ketentuan tersebut pada ayat (1) di atas dapat
dilakukan dengan penagihan dengan surat-paksa yang memberi
hak pelaksanaan langsung terhadap barang-barang bergerak dan
barang-barang tidak bergerak milik perusahaan/badan yang",Peraturan Pemerintah Pengganti Undang-Undang Nomor 7 Tahun 1962
Hasil pengembangan aset BP Tapera sebagaimana dimaksud pada ayat (1) huruf b merupakan hasil pengelolaan atas modal awal BP Tapera untuk memenuhi kebutuhan biaya kegiatan operasional atau untuk kegiatan investasi BP Tapera.,Peraturan Pemerintah Nomor 25 Tahun 2020
"Penerimaan Daerah adalah semua penerimaan Kas
Daerah dalam periode Tahun Anggaran tertentu.",Peraturan Menteri Nomor 29 Tahun 2002
"Bagian Kerjasama Bilateral mempunyai tugas melaksanakan administrasi kerjasama antar negara dan
organisasi non-pemerintah serta bantuan luar negeri di bidang lingkungan hidup.",Peraturan Menteri Nomor 9 Tahun 2001
"Apabila sampai dengan berakhirnya jangka waktu 10 (sepuluh) hari kerja sebagaimana dimaksud pada poin 1, Pemberi Kerja tidak melaksanakan kewajibannya, BP Tapera mengenakan sanksi peringatan tertulis kedua untuk jangka waktu 10 (sepuluh) hari kerja.",Peraturan Pemerintah Nomor 8 Tahun 2007
"Perjanjian/kerja sama antara Badan Layanan Umum Pusat
Investasi Pemerintah pada Kementerian Keuangan dengan
pihak pengguna jasa sebelum berlakunya Peraturan Menteri
ini, dinyatakan masih tetap berlaku sampai dengan
berakhirnya perjanjian/kerja sama.",Peraturan Menteri Nomor 1 Tahun 2021
"""Menteri"" yalah Menteri Urusan Pendapatan, Pembiayaan dan
Pengawasan.",Undang-Undang Nomor 34 Tahun 1964
"Subbidang Perancangan Internal mempunyai tugas melakukan perancangan dan perumusan peraturan
perundang-undangan di bidang Lingkungan atas prakarsa di lingkungan Kantor MENLH/Bapedal;",Peraturan Menteri Nomor 9 Tahun 2001
"Naskah Kesepakatan Kerja Sama disusun sesuai dengan:
ketentuan peraturan perundang-undangan
kebutuhan pelaksanaan Kerja Sama dan
kesepakatan Mitra Kerja Sama.",Peraturan Menteri Nomor 2 Tahun 2021
Dewan Pengawas adalah organ Badan Investasi Pemerintah yang bertugas melakukan pengawasan dan memberikan pengarahan pelaksanaan investasi.,Peraturan Pemerintah Nomor 1 Tahun 2008
Ketentuan lebih lanjut mengenai persyaratan untuk mendapatkan pembiayaan perumahan sebagaimana dimaksud pada ayat (1) dan ayat (2) diatur dengan Peraturan BP Tapera.,Peraturan Pemerintah Nomor 25 Tahun 2020
"Klasifikasi Keamanan Arsip Dinamis diklasifikasikan menjadi 3
(tiga) tingkat yang terdiri atas Biasa; Terbatas; atau Rahasia.",Peraturan Menteri Nomor 1 Tahun 2022
"Dalam hal perubahan parameter sebagaimana dimaksud
pada ayat (3) berupa perubahan volume Bahan Bakar
Minyak (BBM) bersubsidi, Pemerintah membahas
perubahan tersebut dengan komisi terkait di DPR RI untuk
mendapatkan persetujuan.",Undang-Undang Nomor 27 Tahun 2014
"Investasi pemerintah sebagaimana dimaksud pada ayat (1), antara lain meliputi: a. layanan transportasi; b. layanan jalan tol; c. layanan pengairan; d. layanan telekomunikasi; e. layanan energi; f. layanan air bersih; g. layanan limbah; dan h. layanan minyak dan gas bumi.",Peraturan Pemerintah Nomor 8 Tahun 2007
"Naskah Kesepakatan Kerja Sama Luar Negeri selain
disusun sesuai dengan ketentuan sebagaimana dimaksud
pada ayat (1), ayat (2) dan ayat (3) juga disusun dengan
memperhatikan hukum internasional.",Peraturan Menteri Nomor 2 Tahun 2021
"Dana Deprisiasi yang dibentuk sebagaimana
dimaksud pada Ayat
(9) bersumber dari kontribusi tahunan Penerimaan
APBD, kecuali dari Dana Alokasi Khusus, Pinjaman
Daerah dan Dana Darurat.",Peraturan Menteri Nomor 29 Tahun 2002
"Dalam hal diperlukan, Sekretaris Kementerian Koordinator
mengajukan permohonan full powers ke Kementerian Luar
Negeri.",Peraturan Menteri Nomor 2 Tahun 2021
"Direksi dapat menyerahkan hak perwakilan tersebut pada
ayat (1) pasal ini kepada seorang anggota Direksi yang khusus
ditunjuk itu atau kepada seorang/beberapa orang pegawai, atau
kepada seorang pejabat lain yang berwarga-negara Indonesia.",Peraturan Pemerintah Pengganti Undang-Undang Nomor 21 Tahun 1960
"PDN neto sebagaimana dimaksud pada ayat (3) dihitung
berdasarkan penjumlahan antara Penerimaan Perpajakan
dan PNBP, dikurangi dengan Penerimaan Negara yang
Dibagihasilkan kepada Daerah.",Undang-Undang Nomor 27 Tahun 2014
"Dalam melaksanakan tugas sebagaimana dimaksud dalam Pasal 161 ayat (2), Staf Ahli Bidang
Lingkungan Global menyelenggarakan fungsi penelaahan aspek lingkungan global dalam rangka
perumusan kebijakan di bidang lingkungan hidup.",Peraturan Menteri Nomor 9 Tahun 2001
"perusahaan/badan, ialah perusahaan/badan yang dalam menjalankan
fungsi utamanya harus secara teratur memperbungakan dana-
dana investasinya dalam obyek-obyek pembungaan berjangka
atau perusahaan/badan yang memupuk dana-dana cadangan untuk
keperluan perluasan atau untuk menutup kerangka yang mungkin
diderita atau perusahaan/ badan lain semacam itu yang
ditetapkan oleh Menteri yang bersangkutan.",Peraturan Pemerintah Pengganti Undang-Undang Nomor 7 Tahun 1962
"Pemegang saham pengendali yang tidak lulus uji
kemampuan dan kepatutan wajib menurunkan kepemilikan
sahamnya menjadi paling banyak 10% (sepuluh persen).",Undang-Undang Nomor 21 Tahun 2008
"Subbagian pemeliharaan mempunyai tugas melakukan penyiapan bahan penyusunan perencanaan
penggunaan dan pelaksanaan pemeliharaan gedung, peralatan, dan kendaraan.",Peraturan Menteri Nomor 9 Tahun 2001
"Tim Koordinasi Terpadu Percepatan Pembangunan
Kesejahteraan di Provinsi Papua dan Provinsi Papua Barat
mempunyai tugas melaksanakan kebijakan percepatan
pembangunan kesejahteraan di Provinsi Papua dan
Provinsi Papua Barat untuk mewujudkan masyarakat
Provinsi Papua dan Provinsi Papua Barat yang maju,
sejahtera, damai, dan bermartabat.",Peraturan Presiden Nomor 20 Tahun 2020
"Bank Penerima Setoran Biaya Penyelenggaraan Ibadah Haji, yang selanjutnya disingkat BPS BPIH adalah bank umum syariah dan/atau unit usaha syariah yang ditunjuk oleh BPKH.",Peraturan Pemerintah Nomor 5 Tahun 2018
"Pengenaan sanksi peringatan tertulis sebagaimana dimaksud pada ayat (1) dilakukan sebagai berikut: a. Manajer Investasi yang melanggar ketentuan sebagaimana dimaksud dalam Pasal 52 ayat (2) dikenai peringatan tertulis pertama untuk jangka waktu paling lama 10 (sepuluh) hari kerja; dan b. Apabila sampai dengan berakhirnya jangka waktu 10 (sepuluh) hari kerja sebagaimana dimaksud pada huruf a, Manajer Investasi tidak melaksanakan kewajibannya, Otoritas Jasa Keuangan mengenakan sanksi peringatan tertulis kedua untuk jangka waktu 10 (sepuluh) hari kerja.",Peraturan Pemerintah Nomor 8 Tahun 2007
"Laporan Keuangan Pemerintah Pusat (LKPP) sebagaimana
dimaksud pada ayat (1) disusun berdasarkan Standar
Akuntansi Pemerintahan (SAP).",Undang-Undang Nomor 27 Tahun 2014
"Pertanggungjawaban atas Pelaksanaan Anggaran Pendapatan dan
Belanja Negara Tahun Anggaran 2004 tertuang dalam Laporan
Keuangan Pemerintah Pusat Tahun Anggaran 2004 sebagaimana
ditetapkan dalam Lampiran Undang-Undang ini.",Undang-Undang Nomor 22 Tahun 2006
