peraturan1,peraturan2,sumber1,sumber2,similaritas,peraturan1_sebelum_diolah,peraturan2_sebelum_diolah
pupu pada instrumen investasi dalam bentuk deposito perban dan deposito perban syariah harus perhati kondisi uang bank,dengan tidak kurang tentu tentu dalam atur perintah ini ter hadap usaha laku hukum indonesia,pp-8-2007-3.pdf - Google Drive,pp-8-2007-3.pdf - Google Drive,netral,Pemupukan pada instrumen investasi dalam bentuk deposito perbankan dan deposito perbankan syariah harus memperhatikan kondisi keuangan Bank.,"Dengan tidak mengurangi ketentuan-ketentuan dalam Peraturan Pemerintah ini, terhadap perusahaan berlaku hukum Indonesia."
komite investasi kik di maksud pada ayat 1 sesuai dengan tentu atur undang undang,menteri menteri selenggara urus perintah di bidang agama,pp-8-2007-3.pdf - Google Drive,pp-5-2018-3.pdf - Google Drive,netral,Komite investasi KIK sebagaimana dimaksud pada ayat (1) sesuai dengan ketentuan peraturan perundang-undangan.,Menteri adalah menteri yang menyelenggarakan urusan pemerintahan di bidang agama.
jabat pimpin tinggi madya di maksud pada ayat 1 huruf b wenang akses seluruh arsip di bawah wenang dan di beri akses untuk informasi ter dapat pada level ter tinggi dengan izin pimpin tingkat ter tinggi,jabat pimpin tinggi madya dalam ayat 1 huruf b di beri wewenang untuk akses seluruh arsip di bawah wenang dan oleh akses ke informasi dalam tingkat maksimum dengan tuju pimpin ter tinggi,permen-1-2022-5.pdf,permen-1-2022-5.pdf,selaras,"Pejabat Pimpinan Tinggi Madya sebagaimana dimaksud
pada ayat (1) huruf b berwenang mengakses seluruh Arsip
di bawah kewenangannya dan diberikan akses untuk
informasi yang terdapat pada level tertinggi dengan izin
pimpinan tingkat tertinggi.",Pejabat Pimpinan Tinggi Madya dalam ayat (1) huruf b diberikan wewenang untuk mengakses seluruh Arsip di bawah kewenangannya dan memperoleh akses ke informasi dalam tingkat maksimum dengan persetujuan pimpinan tertinggi.
menteri teknis pimpin lembaga pimpin menteri lembaga ruang lingkup tugas dan tanggung jawab liput bidang infrastruktur dan bidang lain di atur dalam atur perintah ini,investasi langsung di maksud pada ayat 1 dapat di laku dalam bentuk kerja sama antara bpkh dengan badan usaha dan atau lembaga di dalam negeri dan atau di luar negeri sesuai dengan tentu atur undang undang,pp-1-2008-3.pdf - Google Drive,pp-5-2018-3.pdf - Google Drive,netral,Menteri Teknis/Pimpinan Lembaga adalah pimpinan kementerian/lembaga yang ruang lingkup tugas dan tanggung jawabnya meliputi bidang infrastruktur dan bidang lainnya yang diatur dalam Peraturan Pemerintah ini.,Investasi langsung sebagaimana dimaksud pada ayat (1) dapat dilakukan dalam bentuk kerja sama antara BPKH dengan badan usaha dan/atau lembaga di dalam negeri dan/atau di luar negeri sesuai dengan ketentuan peraturan perundang-undangan.
dalam laksana tugas dan fungsi tim laksana di maksud dalam pasal 9 di dukung oleh sekretariat,dalam laksana tugas dan fungsi tim laksana di dukung oleh sekretariat,perpres-20-2020-4.pdf,perpres-20-2020-4.pdf,selaras,"Dalam melaksanakan tugas dan fungsinya, Tim
Pelaksana sebagaimana dimaksud dalam Pasal 9
didukung oleh Sekretariat.","Dalam melaksanakan tugas dan fungsinya, Tim
Pelaksana 
didukung oleh Sekretariat."
subbidang investasi ramah lingkung punya tugas laku siap bahan koordinasi dan telaah staf dan kaji dan evaluasi dan serta susun rancang rumus bijak di bidang investasi ramah lingkung,subbidang investasi ramah lingkung laku siap bahan koordinasi dan telaah staf dan kaji dan evaluasi dan serta susun rancang rumus bijak di bidang investasi ramah lingkung,permen-9-2001-5.pdf,permen-9-2001-5.pdf,selaras,"Subbidang Investasi Ramah Lingkungan mempunyai tugas melakukan penyiapan bahan koordinasi,
telaahan staf, pengkajian dan evaluasi, serta penyusunan rancangan rumusan kebijakan di bidang
investasi ramah Lingkungan.","Subbidang Investasi Ramah Lingkungan melakukan penyiapan bahan koordinasi,
telaahan staf, pengkajian dan evaluasi, serta penyusunan rancangan rumusan kebijakan di bidang
investasi ramah Lingkungan."
tentu lebih lanjut kena tata cara bentuk dan anggota dan dan tugas komite perban syariah di maksud pada ayat 4 di atur dengan atur bank indonesia,tentu lebih lanjut kena tata cara bentuk dan anggota dan dan tugas komite perban syariah di maksud pada ayat 4 di atur dengan atur menteri agama,uu-21-2008-2.pdf,uu-21-2008-2.pdf,kontradiksi,"Ketentuan lebih lanjut mengenai tata cara pembentukan,
keanggotaan, dan tugas komite perbankan syariah
sebagaimana dimaksud pada ayat (4) diatur dengan
Peraturan Bank Indonesia.","Ketentuan lebih lanjut mengenai tata cara pembentukan,
keanggotaan, dan tugas komite perbankan syariah
sebagaimana dimaksud pada ayat (4) diatur dengan
Peraturan menteri agama."
dana istimewa daerah istimewa yogyakarta di maksud dalam pasal 9 ayat 2 huruf c besar rp547 450 000 000 00 lima ratus empat puluh tujuh miliar empat ratus lima puluh juta rupiah,asi infrastructure investment bank lki tuju untuk dukung bangun infrastruktur di kawasan asia pasifik anggota indonesia di dalam di sah dengan putus presiden nomor nomor 171 tahun 2015 tentang kesah asi infrastructure investment bank articles of agreement,uu-27-2014-2.pdf,permen-50-2019-5.pdf,netral,"Dana Keistimewaan Daerah Istimewa Yogyakarta
sebagaimana dimaksud dalam Pasal 9 ayat (2) huruf c
sebesar Rp547.450.000.000,00 (lima ratus empat puluh
tujuh miliar empat ratus lima puluh juta rupiah).","Asian Infrastructure Investment Bank adalah LKI yang 
bertujuan untuk mendukung pembangunan 
infrastruktur di kawasan Asia Pasifik, yang keanggotaan 
Indonesia di dalamnya disahkan dengan Keputusan 
Presiden Nomor Nomor 171 Tahun 2015 tentang 
Pengesahan Asian Infrastructure Investment Bank 
Articles of Agreement. "
bidang kawasan budidaya punya tugas laksana koordinasi telaah staf dan kaji dan evaluasi dan serta susun rancang rumus bijak kena kelola lingkung kawasan budidaya,asisten deputi 2 ii bawah bidang sistem dana lingkung bidang neraca lingkung,permen-9-2001-5.pdf,permen-9-2001-5.pdf,netral,"Bidang Kawasan Budidaya mempunyai tugas melaksanakan koordinasi telaah staf, pengkajian dan evaluasi,
serta penyusunan rancangan rumusan kebijakan mengenai pengelolaan lingkungan kawasan budidaya.","Asisten Deputi 2/II membawahkan:
Bidang Sistem Pendanaan Lingkungan;
Bidang Neraca Lingkungan."
besar butuh di maksud pada ayat 1 di tetap dengan putus menteri,bpkh wajib sedia uang haji tara dengan butuh 2 dua kali biaya selenggara ibadah haji pada tiap musim haji tahun jalan,pp-5-2018-3.pdf - Google Drive,pp-5-2018-3.pdf - Google Drive,netral,Besaran kebutuhan sebagaimana dimaksud pada ayat (1) ditetapkan dengan Keputusan Menteri.,BPKH wajib menyediakan Keuangan Haji yang setara dengan kebutuhan 2 (dua) kali biaya Penyelenggaraan Ibadah Haji pada setiap musim haji tahun berjalan.
dbh di maksud pada ayat 1 huruf a di rencana besar rp127 692 520 852 000 00 ratus dua puluh tujuh triliun enam ratus sembilan puluh dua miliar lima ratus dua puluh juta delapan ratus lima puluh dua ribu rupiah,dbh di maksud pada ayat 1 huruf a di rencana besar rp117 692 520 852 000 00 ratus tujuh belas triliun enam ratus sembilan puluh dua miliar lima ratus dua puluh juta delapan ratus lima puluh dua ribu rupiah,uu-27-2014-2.pdf,uu-27-2014-2.pdf,kontradiksi,"DBH sebagaimana dimaksud pada ayat (1) huruf a
direncanakan sebesar Rp127.692.520.852.000,00 (seratus
dua puluh tujuh triliun enam ratus sembilan puluh dua
miliar lima ratus dua puluh juta delapan ratus lima puluh
dua ribu rupiah).","DBH sebagaimana dimaksud pada ayat (1) huruf a
direncanakan sebesar Rp117.692.520.852.000,00 (seratus
tujuh belas triliun enam ratus sembilan puluh dua
miliar lima ratus dua puluh juta delapan ratus lima puluh
dua ribu rupiah)."
atur daerah di maksud pada ayat 5 tetap tuju dan besar dan dan sumber dana cadang serta jenis program giat di biaya dari dana cadang ter sebut,atur daerah tetap tuju dan besar dan dan sumber dana cadang serta jenis program giat di biaya dari dana cadang ter sebut,permen-29-2002-5.pdf,permen-29-2002-5.pdf,selaras,"Peraturan Daerah sebagaimana dimaksud pada Ayat
(5) menetapkan tujuan, besaran, dan sumber Dana
Cadangan serta jenis program/kegiatan yang dibiayai
dari Dana Cadangan tersebut.","Peraturan Daerah menetapkan tujuan, besaran, dan sumber Dana
Cadangan serta jenis program/kegiatan yang dibiayai
dari Dana Cadangan tersebut."
selenggara wenang operasional kelola investasi perintah oleh badan investasi perintah dalam bentuk badan hukum di maksud pada ayat 2 di laksana sesuai dengan atur undang undang,selenggara wenang operasional kelola investasi perintah oleh badan investasi negara dalam bentuk badan non hukum tidak di maksud pada ayat 2 tidak di laksana sesuai dengan atur undang undang,pp-1-2008-3.pdf - Google Drive,pp-1-2008-3.pdf - Google Drive,kontradiksi,Penyelenggaraan kewenangan operasional pengelolaan Investasi Pemerintah oleh Badan Investasi Pemerintah berbentuk badan hukum sebagaimana dimaksud pada ayat (2) dilaksanakan sesuai dengan peraturan perundang-undangan.,Penyelenggaraan kewenangan operasional pengelolaan Investasi Pemerintah oleh Badan Investasi Negara berbentuk badan non-hukum sebagaimana tidak dimaksud pada ayat (2) tidak dilaksanakan sesuai dengan peraturan perundang-undangan.
lapor di maksud pada ayat 56 di sampai kepada menteri uang,lapor di maksud pada ayat 56 tidak pernah di sampai kepada menteri uang,pp-1-2008-3.pdf - Google Drive,pp-1-2008-3.pdf - Google Drive,kontradiksi,Laporan sebagaimana dimaksud pada ayat (56) disampaikan kepada Menteri Keuangan.,Laporan sebagaimana dimaksud pada ayat (56) tidak pernah disampaikan kepada Menteri Keuangan.
anggar untuk subsidi di maksud pada ayat 1 dapat di sesuai dengan butuh realisasi pada tahun anggar jalan dasar ubah parameter dan atau realisasi harga minyak mentah icp dan nilai tukar rupiah,anggar untuk subsidi di maksud pada ayat 1 dapat di sesuai dengan butuh realisasi pada tahun anggar jalan dasar ubah parameter dan atau realisasi harga minyak mentah icp dan nilai tukar dolar,uu-27-2014-2.pdf,uu-27-2014-2.pdf,kontradiksi,"Anggaran untuk subsidi sebagaimana dimaksud pada ayat
(1) dapat disesuaikan dengan kebutuhan realisasi pada
tahun anggaran berjalan berdasarkan perubahan
parameter dan/atau realisasi harga minyak mentah (ICP)
dan nilai tukar rupiah.","Anggaran untuk subsidi sebagaimana dimaksud pada ayat
(1) dapat disesuaikan dengan kebutuhan realisasi pada
tahun anggaran berjalan berdasarkan perubahan
parameter dan/atau realisasi harga minyak mentah (ICP)
dan nilai tukar dolar."
bank bangun indonesia badan hukum milik hak laku tugas tugas dasar atur perintah ganti undang undang ini,hak akses arsip di dinamis untuk publik ter hadap kasifikasi aman arsip di dinamis pada tingkat biasa di maksud dalam pasal 3 huruf a sifat ter buka,perpu-21-1960-2.pdf,permen-1-2022-5.pdf,netral,"Bank Pembangunan Indonesia adalah badan hukum yang berhak
melakukan tugas-tugas berdasarkan Peraturan Pemerintah
Pengganti Undang-undang ini.","Hak akses Arsip Dinamis untuk Publik terhadap Kasifikasi
Keamanan Arsip Dinamis pada tingkat Biasa sebagaimana
dimaksud dalam Pasal 3 huruf a bersifat terbuka."
cara nilai pos dalam hitung tahun harus di sebut,cara nilai pos dalam hitung tahun harus di sebut,pp-18-1983-3.pdf - Google Drive,pp-18-1983-3.pdf - Google Drive,selaras,Cara penilaian pos dalam perhitungan tahunan harus disebutkan.,Cara penilaian pos dalam perhitungan tahunan harus disebutkan.
klasifikasi aman arsip di dinamis pada tingkat ter batas di maksud dalam pasal 3 huruf b di dasar timbang apabila di tahu oleh publik tidak milik hak dapat akibat ter ganggu laksana tugas dan fungsi satu organisasi,klasifikasi aman arsip di dinamis pada tingkat bebas di maksud dalam pasal 3 huruf b di dasar timbang apabila di tahu oleh publik tidak milik hak dapat akibat lancar laksana tugas dan fungsi satu organisasi,permen-1-2022-5.pdf,permen-1-2022-5.pdf,kontradiksi,"Klasifikasi Keamanan Arsip Dinamis pada tingkat Terbatas
sebagaimana dimaksud dalam Pasal 3 huruf b didasarkan
pertimbangan apabila diketahui oleh Publik yang tidak
berhak dapat mengakibatkan terganggunya pelaksanaan
tugas dan fungsi satuan organisasi.",Klasifikasi Keamanan Arsip Dinamis pada tingkat Bebas sebagaimana dimaksud dalam Pasal 3 huruf b didasarkan pertimbangan apabila diketahui oleh Publik yang tidak berhak dapat mengakibatkan lancarnya pelaksanaan tugas dan fungsi satuan organisasi.
bmn di hasil dari belanja modal pada dipa menteri negara lembaga akan di guna oleh bumn sejak ada bmn di maksud di tetap jadi pmn pada bumn guna bmn ter sebut,bmn dari belanja modal pada dipa menteri negara lembaga akan di guna oleh bumn sejak ada bmn di maksud di tetap jadi pmn pada bumn guna bmn ter sebut,uu-27-2014-2.pdf,uu-27-2014-2.pdf,selaras,"BMN yang dihasilkan dari belanja modal pada DIPA
Kementerian Negara/Lembaga yang akan dipergunakan
oleh BUMN sejak pengadaan BMN dimaksud, ditetapkan
menjadi PMN pada BUMN yang menggunakan BMN
tersebut.","BMN dari belanja modal pada DIPA
Kementerian Negara/Lembaga yang akan dipergunakan
oleh BUMN sejak pengadaan BMN dimaksud, ditetapkan
menjadi PMN pada BUMN yang menggunakan BMN
tersebut."
simpan jumlah uang di bayar cara periodik oleh serta dan atau beri kerja,rumus bijak kelola uang haji di maksud dalam pasal 3 huruf a di dasar pada mampu uang haji dan kembang ekonomi dan dan hasil pantau dan evaluasi selenggara ibadah haji,pp-8-2007-3.pdf - Google Drive,pp-5-2018-3.pdf - Google Drive,netral,Simpanan adalah sejumlah uang yang dibayar secara periodik oleh Peserta dan/atau Pemberi Kerja.,Perumusan kebijakan pengelolaan Keuangan Haji sebagaimana dimaksud dalam Pasal 3 huruf a didasarkan pada: a. kemampuan Keuangan Haji; b. perkembangan ekonomi; dan c. hasil pemantauan dan evaluasi Penyelenggaraan Ibadah Haji.
deputi i unsur laksana bagi tugas dan fungsi meneg lh ada di bawah dan tanggung jawab kepada meneg lh,deputi i laksana beberapa tugas dan fungsi meneg lh ada di bawah dan tanggung jawab kepada meneg lh,permen-9-2001-5.pdf,permen-9-2001-5.pdf,selaras,"Deputi I adalah unsur pelaksana sebagian tugas dan fungsi Meneg-LH yang berada di bawah dan bertanggung
jawab kepada Meneg-LH.","Deputi I adalah pelaksana beberapa tugas dan fungsi Meneg-LH yang berada di bawah dan bertanggung
jawab kepada Meneg-LH."
usaha oleh dapat dari jasa eru ter sebut pada pasal 6 atur perintah ini,usaha oleh dapat dari jasa eru ter sebut pada pasal 6 atur perintah ini,pp-18-1983-3.pdf - Google Drive,pp-18-1983-3.pdf - Google Drive,selaras,Perusahaan memperoleh pendapatan dari jasa pengerukan sebagaimana tersebut pada Pasal 6 Peraturan Pemerintah ini.,Perusahaan memperoleh pendapatan dari jasa pengerukan sebagaimana tersebut pada Pasal 6 Peraturan Pemerintah ini.
tim laksana di maksud dalam pasal 3 huruf b punya tugas selenggara bijak cepat bangun sejahtera di provinsi papua dan provinsi papua barat untuk wujud masyarakat provinsi papua dan provinsi papua barat maju dan sejahtera dan damai dan dan martabat,tim laksana punya tugas selenggara bijak cepat bangun sejahtera di provinsi papua dan provinsi papua barat untuk wujud masyarakat provinsi papua dan provinsi papua barat maju dan sejahtera dan damai dan dan martabat,perpres-20-2020-4.pdf,perpres-20-2020-4.pdf,selaras,"Tim Pelaksana sebagaimana dimaksud dalam Pasal 3
huruf b mempunyai tugas menyelenggarakan kebijakan
percepatan pembangunan kesejahteraan di Provinsi
Papua dan Provinsi Papua Barat untuk mewujudkan
masyarakat Provinsi Papua dan Provinsi Papua Barat yang
maju, sejahtera, damai, dan bermartabat.","Tim Pelaksana mempunyai tugas menyelenggarakan kebijakan
percepatan pembangunan kesejahteraan di Provinsi
Papua dan Provinsi Papua Barat untuk mewujudkan
masyarakat Provinsi Papua dan Provinsi Papua Barat yang
maju, sejahtera, damai, dan bermartabat."
sisa lebih hitung apbd tahun lalu selisih lebih realisasi dapat ter hadap realisasi belanja daerah dan rupa komponen biaya,dalam laksana proses identifikasi risiko di maksud dalam pasal 81 huruf b dan oip harus laksana analisis paling sedikit ter kait karakteristik risiko dan risiko investasi dari instrumen bentuk investasi perintah,permen-29-2002-5.pdf,permen-53-2020-5.pdf,netral,"Sisa Lebih Perhitungan APBD Tahun Lalu adalah
selisih lebih realisasi pendapatan terhadap realisasi
Belanja Daerah dan merupakan komponen
pembiayaan.","Dalam melaksanakan proses identifikasi risiko
sebagaimana dimaksud dalam Pasal 81 huruf b, OIP
harus melaksanakan analisis paling sedikit terkait
karakteristik risiko dan risiko investasi dari
instrumen/bentuk Investasi Pemerintah."
neraca dan hitung laba rugi tahun di maksud pada ayat 2 wajib ter lebih dahulu di audit oleh kantor akuntan publik,kantor akuntan publik wajib laku audit ter hadap neraca dan hitung laba rugi tahun di maksud pada ayat 2 wajib ter lebih dahulu,uu-21-2008-2.pdf,uu-21-2008-2.pdf,selaras,"Neraca dan perhitungan laba rugi tahunan sebagaimana
dimaksud pada ayat (2) wajib terlebih dahulu diaudit oleh
kantor akuntan publik.","kantor akuntan publik wajib melakukan audit terhadap Neraca dan perhitungan laba rugi tahunan sebagaimana
dimaksud pada ayat (2) wajib terlebih dahulu"
